Occupation,Age_Bracket,Age,Gender,Ethnicity,Bias_Age,Bias_Gender,Bias_Ethnicity,Combined_Bias_Factor,Skill_Score,Overall_Score,Final_Prob,Hired
1137 Information technology directors,30 to 34,30,Male,White,-0.49189854034211555,0.465342009751802,0.020634437503715665,0.9980279160889511,90,89.8225124480056,0.9816976022573021,1
1137 Information technology directors,45 to 49,45,Male,White,0.5815028083439374,0.465342009751802,0.020634437503715665,1.427359763557572,6,8.564158581345433,0.015618089108312685,0
1137 Information technology directors,20 to 24,24,Female,White,-2.492549538177179,-1.027050976484645,0.020634437503715665,0.3115105647126337,62,19.31365501218329,0.04441975248134756,0
1137 Information technology directors,40 to 44,43,Female,White,0.5373934195420054,-1.027050976484645,0.020634437503715665,0.8552674603733451,77,65.85559444874757,0.8299904305438974,1
1137 Information technology directors,25 to 29,25,Male,White,-1.352173995595605,0.465342009751802,0.020634437503715665,0.7492125808959226,71,53.1940932436105,0.5791802932281819,0
1137 Information technology directors,30 to 34,31,Female,White,-0.49189854034211555,-1.027050976484645,0.020634437503715665,0.6068714074090685,29,17.599270814862987,0.037685246024581544,0
1137 Information technology directors,55 to 59,58,Female,White,0.11685900576016568,-1.027050976484645,0.020634437503715665,0.7434013703690114,2,1.4868027407380229,0.007757405244926348,0
1137 Information technology directors,40 to 44,44,Male,White,0.5373934195420054,0.465342009751802,0.020634437503715665,1.406526639340801,35,49.22843237692803,0.4807203730426037,0
1137 Information technology directors,35 to 39,37,Female,Asian,0.18299773820180693,-1.027050976484645,0.18902517122816812,0.803849923919576,43,34.56554672854177,0.17603498364303014,1
1137 Information technology directors,50 to 54,50,Male,White,0.3654696707095503,0.465342009751802,0.020634437503715665,1.328187688347733,63,83.67582436590718,0.9666759005332685,0
1137 Information technology directors,55 to 59,59,Male,White,0.11685900576016568,0.465342009751802,0.020634437503715665,1.222557713922655,10,12.225577139226552,0.022369304858841768,0
1137 Information technology directors,30 to 34,33,Female,White,-0.49189854034211555,-1.027050976484645,0.020634437503715665,0.6068714074090685,68,41.26725570381666,0.2945734183992584,1
1137 Information technology directors,60 to 64,61,Male,Black,-0.11134855878799191,0.465342009751802,-0.8545831010122279,0.8463153652434565,73,61.781021662772325,0.7646063966435395,1
1137 Information technology directors,50 to 54,50,Female,Asian,0.3654696707095503,-1.027050976484645,0.18902517122816812,0.854260828944068,54,46.13008476297967,0.40444173942240613,0
1137 Information technology directors,30 to 34,30,Male,White,-0.49189854034211555,0.465342009751802,0.020634437503715665,0.9980279160889511,100,99.80279160889512,0.9931747601740313,1
1137 Information technology directors,45 to 49,49,Female,White,0.5815028083439374,-1.027050976484645,0.020634437503715665,0.8679354701658017,56,48.6043863292849,0.46516617916978487,0
1137 Information technology directors,50 to 54,52,Male,White,0.3654696707095503,0.465342009751802,0.020634437503715665,1.328187688347733,2,2.656375376695466,0.008711492727370618,0
1137 Information technology directors,30 to 34,30,Female,Asian,-0.49189854034211555,-1.027050976484645,0.18902517122816812,0.6419093945736493,17,10.912459707752037,0.01967078267833078,0
1137 Information technology directors,16 to 19,17,Male,White,-3.128937705801137,0.465342009751802,0.020634437503715665,0.4143736872041239,0,0.0,0.0066928509242848554,0
1137 Information technology directors,55 to 59,55,Female,White,0.11685900576016568,-1.027050976484645,0.020634437503715665,0.7434013703690114,86,63.932517851734985,0.8011108647404412,1
1137 Information technology directors,20 to 24,21,Male,White,-2.492549538177179,0.465342009751802,0.020634437503715665,0.5122934380236488,18,9.221281884425679,0.016661187637897253,0
1137 Information technology directors,20 to 24,24,Female,Asian,-2.492549538177179,-1.027050976484645,0.18902517122816812,0.32949576394063984,96,31.631593338301425,0.13742537004834493,1
1137 Information technology directors,45 to 49,45,Female,White,0.5815028083439374,-1.027050976484645,0.020634437503715665,0.8679354701658017,72,62.491353851937724,0.7771501563292854,1
1137 Information technology directors,25 to 29,26,Male,White,-1.352173995595605,0.465342009751802,0.020634437503715665,0.7492125808959226,58,43.45432969196351,0.3419611066183778,1
1137 Information technology directors,25 to 29,29,Male,White,-1.352173995595605,0.465342009751802,0.020634437503715665,0.7492125808959226,56,41.955904530171665,0.30908306503749183,0
1137 Information technology directors,25 to 29,29,Male,White,-1.352173995595605,0.465342009751802,0.020634437503715665,0.7492125808959226,72,53.943305824506425,0.5973247627314754,1
1137 Information technology directors,45 to 49,45,Female,White,0.5815028083439374,-1.027050976484645,0.020634437503715665,0.8679354701658017,94,81.58593419558537,0.9592459943214646,1
1137 Information technology directors,40 to 44,42,Male,White,0.5373934195420054,0.465342009751802,0.020634437503715665,1.406526639340801,41,57.667592212972835,0.6828194316419487,1
1137 Information technology directors,45 to 49,48,Female,White,0.5815028083439374,-1.027050976484645,0.020634437503715665,0.8679354701658017,61,52.944063680113906,0.5730745409156591,0
1137 Information technology directors,50 to 54,54,Male,Asian,0.3654696707095503,0.465342009751802,0.18902517122816812,1.404871187699208,71,99.74585432664377,0.993136055771932,1
1137 Information technology directors,40 to 44,41,Female,Other,0.5373934195420054,-1.027050976484645,-0.2772586769150353,0.7744216822649148,56,43.36761420683523,0.34001248529938793,0
1137 Information technology directors,50 to 54,54,Female,White,0.3654696707095503,-1.027050976484645,0.020634437503715665,0.8076318495074504,57,46.03501542192467,0.40215391297925357,0
1137 Information technology directors,20 to 24,23,Male,White,-2.492549538177179,0.465342009751802,0.020634437503715665,0.5122934380236488,48,24.590085025135142,0.0730340205678821,0
1137 Information technology directors,45 to 49,46,Female,White,0.5815028083439374,-1.027050976484645,0.020634437503715665,0.8679354701658017,0,0.0,0.0066928509242848554,0
1137 Information technology directors,60 to 64,60,Male,Asian,-0.11134855878799191,0.465342009751802,0.18902517122816812,1.1984226183554676,43,51.5321725892851,0.5382295557254743,1
1137 Information technology directors,40 to 44,40,Female,White,0.5373934195420054,-1.027050976484645,0.020634437503715665,0.8552674603733451,44,37.631768256427186,0.22498944225633796,0
1137 Information technology directors,40 to 44,44,Female,White,0.5373934195420054,-1.027050976484645,0.020634437503715665,0.8552674603733451,46,39.342303177173875,0.2562084057123496,1
1137 Information technology directors,40 to 44,43,Female,White,0.5373934195420054,-1.027050976484645,0.020634437503715665,0.8552674603733451,86,73.55300159210768,0.9133545914306718,1
1137 Information technology directors,35 to 39,37,Male,White,0.18299773820180693,0.465342009751802,0.020634437503715665,1.2498098192667417,52,64.99011060187057,0.8174269330035413,1
1137 Information technology directors,35 to 39,35,Male,White,0.18299773820180693,0.465342009751802,0.020634437503715665,1.2498098192667417,92,114.98250337254024,0.9984961928347545,1
1137 Information technology directors,35 to 39,35,Female,White,0.18299773820180693,-1.027050976484645,0.020634437503715665,0.7599725736975085,96,72.95736707496081,0.9085233389250912,1
1137 Information technology directors,50 to 54,50,Male,White,0.3654696707095503,0.465342009751802,0.020634437503715665,1.328187688347733,54,71.72213517077759,0.8977263768075103,1
1137 Information technology directors,16 to 19,19,Female,White,-3.128937705801137,-1.027050976484645,0.020634437503715665,0.25196844566463894,38,9.57480093525628,0.017250385067825006,0
1137 Information technology directors,45 to 49,47,Male,White,0.5815028083439374,0.465342009751802,0.020634437503715665,1.427359763557572,61,87.0689455770119,0.9760347788141012,1
1137 Information technology directors,30 to 34,32,Female,White,-0.49189854034211555,-1.027050976484645,0.020634437503715665,0.6068714074090685,64,38.839770074180386,0.24674972252584787,0
1137 Information technology directors,35 to 39,39,Male,White,0.18299773820180693,0.465342009751802,0.020634437503715665,1.2498098192667417,54,67.48973024040406,0.8518232234618593,0
1137 Information technology directors,55 to 59,59,Male,White,0.11685900576016568,0.465342009751802,0.020634437503715665,1.222557713922655,71,86.80159768850851,0.9754014053029747,1
1137 Information technology directors,35 to 39,35,Female,White,0.18299773820180693,-1.027050976484645,0.020634437503715665,0.7599725736975085,12,9.119670884370102,0.016495527341548924,0
1137 Information technology directors,40 to 44,41,Male,White,0.5373934195420054,0.465342009751802,0.020634437503715665,1.406526639340801,33,46.41537909824643,0.4113319014553284,0
1137 Information technology directors,40 to 44,43,Male,White,0.5373934195420054,0.465342009751802,0.020634437503715665,1.406526639340801,10,14.06526639340801,0.02676648870902827,0
1137 Information technology directors,45 to 49,46,Female,Mixed,0.5815028083439374,-1.027050976484645,-0.32801505853800994,0.7727077232907654,6,4.636246339744592,0.010598629685018632,0
1137 Information technology directors,45 to 49,48,Female,White,0.5815028083439374,-1.027050976484645,0.020634437503715665,0.8679354701658017,47,40.79296709779268,0.2848146157438404,0
1137 Information technology directors,30 to 34,32,Male,Asian,-0.49189854034211555,0.465342009751802,0.18902517122816812,1.0556494960264728,52,54.89377379337659,0.6199597478617335,0
1137 Information technology directors,50 to 54,53,Female,White,0.3654696707095503,-1.027050976484645,0.020634437503715665,0.8076318495074504,14,11.306845893104306,0.02044589367200647,0
1137 Information technology directors,30 to 34,31,Male,White,-0.49189854034211555,0.465342009751802,0.020634437503715665,0.9980279160889511,53,52.89547955271441,0.5718854612975579,1
1137 Information technology directors,55 to 59,55,Male,White,0.11685900576016568,0.465342009751802,0.020634437503715665,1.222557713922655,55,67.24067426574604,0.8486520050429341,1
1137 Information technology directors,50 to 54,51,Male,White,0.3654696707095503,0.465342009751802,0.020634437503715665,1.328187688347733,7,9.297313818434132,0.016786214119832783,0
1137 Information technology directors,25 to 29,25,Male,White,-1.352173995595605,0.465342009751802,0.020634437503715665,0.7492125808959226,26,19.479527103293986,0.04512916839531312,0
1137 Information technology directors,60 to 64,61,Male,White,-0.11134855878799191,0.465342009751802,0.020634437503715665,1.1330079092475387,61,69.11348246409986,0.8711705405627725,1
1137 Information technology directors,20 to 24,23,Female,White,-2.492549538177179,-1.027050976484645,0.020634437503715665,0.3115105647126337,21,6.5417218589653086,0.012794942328861818,0
1137 Information technology directors,50 to 54,51,Female,White,0.3654696707095503,-1.027050976484645,0.020634437503715665,0.8076318495074504,33,26.651851033745864,0.0882803579550931,0
1137 Information technology directors,35 to 39,37,Female,Black,0.18299773820180693,-1.027050976484645,-0.8545831010122279,0.5676716473329542,64,36.33098542930907,0.2031209239714926,1
1137 Information technology directors,50 to 54,52,Female,White,0.3654696707095503,-1.027050976484645,0.020634437503715665,0.8076318495074504,69,55.726597616014075,0.6393766744675217,1
1137 Information technology directors,40 to 44,42,Female,White,0.5373934195420054,-1.027050976484645,0.020634437503715665,0.8552674603733451,22,18.815884128213593,0.04235415149353563,0
1137 Information technology directors,55 to 59,57,Female,White,0.11685900576016568,-1.027050976484645,0.020634437503715665,0.7434013703690114,57,42.373878111033655,0.3180794005928693,0
1137 Information technology directors,50 to 54,53,Male,White,0.3654696707095503,0.465342009751802,0.020634437503715665,1.328187688347733,22,29.220129143650126,0.11125484236304005,0
1137 Information technology directors,25 to 29,26,Male,White,-1.352173995595605,0.465342009751802,0.020634437503715665,0.7492125808959226,72,53.943305824506425,0.5973247627314754,0
1137 Information technology directors,35 to 39,38,Female,White,0.18299773820180693,-1.027050976484645,0.020634437503715665,0.7599725736975085,41,31.15887552159785,0.13191722301002126,0
1137 Information technology directors,45 to 49,47,Female,White,0.5815028083439374,-1.027050976484645,0.020634437503715665,0.8679354701658017,64,55.54787009061131,0.635245498900607,1
1137 Information technology directors,45 to 49,49,Male,Asian,0.5815028083439374,0.465342009751802,0.18902517122816812,1.5097690062145723,37,55.86145322993917,0.6424802158574808,1
1137 Information technology directors,50 to 54,54,Female,White,0.3654696707095503,-1.027050976484645,0.020634437503715665,0.8076318495074504,58,46.84264727143212,0.42171544468650407,0
1137 Information technology directors,60 to 64,60,Male,White,-0.11134855878799191,0.465342009751802,0.020634437503715665,1.1330079092475387,82,92.90664855829817,0.9864892245751172,1
1137 Information technology directors,25 to 29,25,Female,White,-1.352173995595605,-1.027050976484645,0.020634437503715665,0.45557412381675844,82,37.35707815297419,0.22023590150004563,0
1137 Information technology directors,45 to 49,46,Male,White,0.5815028083439374,0.465342009751802,0.020634437503715665,1.427359763557572,10,14.27359763557572,0.027314576241961132,0
1137 Information technology directors,50 to 54,54,Female,White,0.3654696707095503,-1.027050976484645,0.020634437503715665,0.8076318495074504,9,7.268686645567053,0.013746470705597815,0
1137 Information technology directors,20 to 24,24,Male,White,-2.492549538177179,0.465342009751802,0.020634437503715665,0.5122934380236488,60,30.737606281418927,0.12716740935330675,0
1137 Information technology directors,55 to 59,55,Male,White,0.11685900576016568,0.465342009751802,0.020634437503715665,1.222557713922655,18,22.00603885060779,0.057356817433999535,0
1137 Information technology directors,25 to 29,27,Male,White,-1.352173995595605,0.465342009751802,0.020634437503715665,0.7492125808959226,13,9.739763551646993,0.017532281553363154,0
1137 Information technology directors,60 to 64,63,Male,White,-0.11134855878799191,0.465342009751802,0.020634437503715665,1.1330079092475387,84,95.17266437679325,0.9891991029472481,1
1137 Information technology directors,30 to 34,33,Male,White,-0.49189854034211555,0.465342009751802,0.020634437503715665,0.9980279160889511,83,82.83631703538295,0.9638629932571701,1
1137 Information technology directors,40 to 44,40,Female,White,0.5373934195420054,-1.027050976484645,0.020634437503715665,0.8552674603733451,7,5.986872222613416,0.012112716222634054,0
1137 Information technology directors,20 to 24,21,Female,White,-2.492549538177179,-1.027050976484645,0.020634437503715665,0.3115105647126337,15,4.672658470689505,0.01063688065480826,0
1137 Information technology directors,35 to 39,39,Male,White,0.18299773820180693,0.465342009751802,0.020634437503715665,1.2498098192667417,16,19.996957108267868,0.04741212830208841,0
1137 Information technology directors,45 to 49,47,Female,White,0.5815028083439374,-1.027050976484645,0.020634437503715665,0.8679354701658017,73,63.35928932210353,0.7918196586206404,0
1137 Information technology directors,60 to 64,60,Female,Mixed,-0.11134855878799191,-1.027050976484645,-0.32801505853800994,0.6133590033692886,96,58.88246432345171,0.7085281652481232,1
1137 Information technology directors,30 to 34,32,Female,White,-0.49189854034211555,-1.027050976484645,0.020634437503715665,0.6068714074090685,1,0.6068714074090685,0.007108621982994195,0
1137 Information technology directors,40 to 44,44,Female,White,0.5373934195420054,-1.027050976484645,0.020634437503715665,0.8552674603733451,0,0.0,0.0066928509242848554,0
1137 Information technology directors,30 to 34,32,Male,White,-0.49189854034211555,0.465342009751802,0.020634437503715665,0.9980279160889511,44,43.91322830791385,0.3523610125276224,0
1137 Information technology directors,55 to 59,57,Female,White,0.11685900576016568,-1.027050976484645,0.020634437503715665,0.7434013703690114,25,18.585034259225285,0.04142764744996394,0
1137 Information technology directors,35 to 39,37,Male,White,0.18299773820180693,0.465342009751802,0.020634437503715665,1.2498098192667417,40,49.99239277066967,0.4998098192759133,1
1137 Information technology directors,20 to 24,23,Male,White,-2.492549538177179,0.465342009751802,0.020634437503715665,0.5122934380236488,38,19.467150644898656,0.045075865123999984,0
1137 Information technology directors,35 to 39,39,Female,White,0.18299773820180693,-1.027050976484645,0.020634437503715665,0.7599725736975085,40,30.39890294790034,0.1234551754357579,0
1137 Information technology directors,45 to 49,49,Female,White,0.5815028083439374,-1.027050976484645,0.020634437503715665,0.8679354701658017,55,47.736450859119095,0.4436516574861608,1
1137 Information technology directors,20 to 24,24,Male,White,-2.492549538177179,0.465342009751802,0.020634437503715665,0.5122934380236488,23,11.782749074543922,0.021421098052331174,0
1137 Information technology directors,45 to 49,49,Male,White,0.5815028083439374,0.465342009751802,0.020634437503715665,1.427359763557572,86,122.7529396659512,0.9993080425990133,1
1137 Information technology directors,45 to 49,46,Male,Black,0.5815028083439374,0.465342009751802,-0.8545831010122279,1.0661854076829027,40,42.64741630731611,0.32404187682270663,1
1137 Information technology directors,25 to 29,28,Male,White,-1.352173995595605,0.465342009751802,0.020634437503715665,0.7492125808959226,80,59.937006471673804,0.7298182494696627,1
1137 Information technology directors,60 to 64,61,Male,White,-0.11134855878799191,0.465342009751802,0.020634437503715665,1.1330079092475387,34,38.522268914416316,0.24089606889729911,0
1137 Information technology directors,50 to 54,50,Male,White,0.3654696707095503,0.465342009751802,0.020634437503715665,1.328187688347733,23,30.54831683199786,0.1250811604769769,1
1137 Information technology directors,25 to 29,29,Female,White,-1.352173995595605,-1.027050976484645,0.020634437503715665,0.45557412381675844,33,15.033946085953028,0.029408972111299198,0
1137 Information technology directors,20 to 24,23,Female,Asian,-2.492549538177179,-1.027050976484645,0.18902517122816812,0.32949576394063984,41,13.509326321566233,0.02535574100462024,0
1137 Information technology directors,40 to 44,44,Male,White,0.5373934195420054,0.465342009751802,0.020634437503715665,1.406526639340801,32,45.00885245890563,0.3777487274099825,1
1137 Information technology directors,30 to 34,33,Female,White,-0.49189854034211555,-1.027050976484645,0.020634437503715665,0.6068714074090685,27,16.38552800004485,0.03352230442017912,0
1137 Information technology directors,60 to 64,62,Male,White,-0.11134855878799191,0.465342009751802,0.020634437503715665,1.1330079092475387,12,13.596094910970464,0.02557105612952223,0
1137 Information technology directors,40 to 44,41,Male,White,0.5373934195420054,0.465342009751802,0.020634437503715665,1.406526639340801,42,59.07411885231364,0.7124702625968307,1
1137 Information technology directors,40 to 44,40,Male,White,0.5373934195420054,0.465342009751802,0.020634437503715665,1.406526639340801,63,88.61117827847046,0.9793892792512144,1
1137 Information technology directors,35 to 39,38,Male,White,0.18299773820180693,0.465342009751802,0.020634437503715665,1.2498098192667417,29,36.24448475873551,0.20172439480250715,0
1137 Information technology directors,45 to 49,49,Female,White,0.5815028083439374,-1.027050976484645,0.020634437503715665,0.8679354701658017,71,61.62341838177193,0.7617579785904143,0
1137 Information technology directors,40 to 44,42,Female,White,0.5373934195420054,-1.027050976484645,0.020634437503715665,0.8552674603733451,67,57.302919845014124,0.6748693433006728,0
1137 Information technology directors,30 to 34,34,Male,White,-0.49189854034211555,0.465342009751802,0.020634437503715665,0.9980279160889511,23,22.954642070045875,0.0627062392416123,0
1137 Information technology directors,20 to 24,23,Male,White,-2.492549538177179,0.465342009751802,0.020634437503715665,0.5122934380236488,42,21.516324396993248,0.05476576146693711,0
1137 Information technology directors,50 to 54,53,Female,White,0.3654696707095503,-1.027050976484645,0.020634437503715665,0.8076318495074504,32,25.844219184238412,0.08199247736481534,0
1137 Information technology directors,35 to 39,39,Male,White,0.18299773820180693,0.465342009751802,0.020634437503715665,1.2498098192667417,100,124.98098192667418,0.9994461696670968,1
1137 Information technology directors,45 to 49,47,Male,Mixed,0.5815028083439374,0.465342009751802,-0.32801505853800994,1.2707533579710986,81,102.93102199565898,0.9949989918387215,1
1137 Information technology directors,16 to 19,18,Male,White,-3.128937705801137,0.465342009751802,0.020634437503715665,0.4143736872041239,78,32.32114760192166,0.1458055171916838,1
1137 Information technology directors,35 to 39,37,Male,White,0.18299773820180693,0.465342009751802,0.020634437503715665,1.2498098192667417,27,33.74486512020203,0.16444589572276208,0
1137 Information technology directors,50 to 54,50,Female,White,0.3654696707095503,-1.027050976484645,0.020634437503715665,0.8076318495074504,45,36.34343322783527,0.20332248200107883,0
1137 Information technology directors,40 to 44,40,Female,White,0.5373934195420054,-1.027050976484645,0.020634437503715665,0.8552674603733451,98,83.81621111658782,0.9671251859730967,1
1137 Information technology directors,65 to 69,68,Female,Black,-0.04899684087417129,-1.027050976484645,-0.8545831010122279,0.525427196602466,70,36.779903762172616,0.2104841387551488,0
1137 Information technology directors,45 to 49,47,Female,Asian,0.5815028083439374,-1.027050976484645,0.18902517122816812,0.9180461056185197,96,88.1324261393779,0.9784003665407299,1
1137 Information technology directors,25 to 29,29,Male,White,-1.352173995595605,0.465342009751802,0.020634437503715665,0.7492125808959226,40,29.968503235836902,0.1188726226323529,0
1137 Information technology directors,60 to 64,64,Male,Asian,-0.11134855878799191,0.465342009751802,0.18902517122816812,1.1984226183554676,83,99.46907732350381,0.9929447831348841,1
1137 Information technology directors,35 to 39,37,Female,White,0.18299773820180693,-1.027050976484645,0.020634437503715665,0.7599725736975085,46,34.95873839008539,0.1818109277499649,0
1137 Information technology directors,50 to 54,52,Male,White,0.3654696707095503,0.465342009751802,0.020634437503715665,1.328187688347733,72,95.62951356103677,0.9896764599893687,1
1137 Information technology directors,35 to 39,36,Male,White,0.18299773820180693,0.465342009751802,0.020634437503715665,1.2498098192667417,44,54.99163204773664,0.6222626610753359,0
1137 Information technology directors,30 to 34,32,Female,White,-0.49189854034211555,-1.027050976484645,0.020634437503715665,0.6068714074090685,13,7.889328296317891,0.014613802698749581,0
1137 Information technology directors,45 to 49,46,Female,White,0.5815028083439374,-1.027050976484645,0.020634437503715665,0.8679354701658017,10,8.679354701658017,0.015796185305542255,0
1137 Information technology directors,25 to 29,28,Female,White,-1.352173995595605,-1.027050976484645,0.020634437503715665,0.45557412381675844,7,3.189018866717309,0.009183707843338332,0
1137 Information technology directors,55 to 59,59,Male,White,0.11685900576016568,0.465342009751802,0.020634437503715665,1.222557713922655,64,78.24369369104993,0.9439785806079204,1
1137 Information technology directors,25 to 29,28,Male,Mixed,-1.352173995595605,0.465342009751802,-0.32801505853800994,0.6670108176755297,93,62.03200604382426,0.7690936638203204,1
1137 Information technology directors,55 to 59,56,Female,White,0.11685900576016568,-1.027050976484645,0.020634437503715665,0.7434013703690114,33,24.532245222177377,0.07264341052374171,0
1137 Information technology directors,50 to 54,54,Female,White,0.3654696707095503,-1.027050976484645,0.020634437503715665,0.8076318495074504,14,11.306845893104306,0.02044589367200647,0
1137 Information technology directors,40 to 44,43,Female,White,0.5373934195420054,-1.027050976484645,0.020634437503715665,0.8552674603733451,54,46.18444286016064,0.40575173263413167,1
1137 Information technology directors,35 to 39,36,Female,White,0.18299773820180693,-1.027050976484645,0.020634437503715665,0.7599725736975085,16,12.159561179160136,0.022225389396205164,0
1137 Information technology directors,30 to 34,33,Female,White,-0.49189854034211555,-1.027050976484645,0.020634437503715665,0.6068714074090685,13,7.889328296317891,0.014613802698749581,0
1137 Information technology directors,20 to 24,24,Female,Asian,-2.492549538177179,-1.027050976484645,0.18902517122816812,0.32949576394063984,43,14.168317849447513,0.02703625137844478,1
1137 Information technology directors,30 to 34,30,Female,Asian,-0.49189854034211555,-1.027050976484645,0.18902517122816812,0.6419093945736493,27,17.33155365348853,0.036726294095266836,0
1137 Information technology directors,45 to 49,46,Male,White,0.5815028083439374,0.465342009751802,0.020634437503715665,1.427359763557572,85,121.32557990239363,0.999201963598182,1
1137 Information technology directors,50 to 54,54,Male,Asian,0.3654696707095503,0.465342009751802,0.18902517122816812,1.404871187699208,16,22.477939003187327,0.05996217879774174,0
1137 Information technology directors,60 to 64,63,Female,White,-0.11134855878799191,-1.027050976484645,0.020634437503715665,0.6889487692740824,93,64.07223554248966,0.803327655887646,0
1137 Information technology directors,45 to 49,47,Male,White,0.5815028083439374,0.465342009751802,0.020634437503715665,1.427359763557572,88,125.60765919306634,0.9994797943065901,1
1137 Information technology directors,60 to 64,64,Female,White,-0.11134855878799191,-1.027050976484645,0.020634437503715665,0.6889487692740824,39,26.869002001689214,0.09004383671058949,0
1137 Information technology directors,45 to 49,49,Female,White,0.5815028083439374,-1.027050976484645,0.020634437503715665,0.8679354701658017,85,73.77451496409314,0.9150916275992251,1
1137 Information technology directors,20 to 24,21,Male,White,-2.492549538177179,0.465342009751802,0.020634437503715665,0.5122934380236488,56,28.68843252932433,0.10610522779177894,0
1137 Information technology directors,40 to 44,44,Female,White,0.5373934195420054,-1.027050976484645,0.020634437503715665,0.8552674603733451,45,38.48703571680053,0.24025236479766313,0
1137 Information technology directors,30 to 34,33,Male,Mixed,-0.49189854034211555,0.465342009751802,-0.32801505853800994,0.8885267457434378,65,57.75423847332346,0.6846930112469335,1
1137 Information technology directors,50 to 54,52,Male,White,0.3654696707095503,0.465342009751802,0.020634437503715665,1.328187688347733,17,22.57919070191146,0.060535450662434834,0
1137 Information technology directors,40 to 44,43,Female,White,0.5373934195420054,-1.027050976484645,0.020634437503715665,0.8552674603733451,8,6.842139682986761,0.013180014192540727,0
1137 Information technology directors,16 to 19,18,Male,White,-3.128937705801137,0.465342009751802,0.020634437503715665,0.4143736872041239,46,19.061189611389697,0.043360362915000374,0
1137 Information technology directors,35 to 39,38,Female,White,0.18299773820180693,-1.027050976484645,0.020634437503715665,0.7599725736975085,98,74.47731222235583,0.9203953810998043,1
1137 Information technology directors,40 to 44,42,Female,White,0.5373934195420054,-1.027050976484645,0.020634437503715665,0.8552674603733451,77,65.85559444874757,0.8299904305438974,1
1137 Information technology directors,20 to 24,22,Male,White,-2.492549538177179,0.465342009751802,0.020634437503715665,0.5122934380236488,76,38.93430128979731,0.24851092352887075,1
1137 Information technology directors,45 to 49,46,Male,White,0.5815028083439374,0.465342009751802,0.020634437503715665,1.427359763557572,98,139.88125682864208,0.9998751316479205,1
1137 Information technology directors,40 to 44,42,Female,White,0.5373934195420054,-1.027050976484645,0.020634437503715665,0.8552674603733451,91,77.82933889397441,0.941746606197686,1
1137 Information technology directors,35 to 39,36,Female,White,0.18299773820180693,-1.027050976484645,0.020634437503715665,0.7599725736975085,30,22.799177210925254,0.06179869559205869,0
1137 Information technology directors,45 to 49,49,Female,White,0.5815028083439374,-1.027050976484645,0.020634437503715665,0.8679354701658017,96,83.32180513591697,0.9655164424353817,1
1137 Information technology directors,50 to 54,52,Female,White,0.3654696707095503,-1.027050976484645,0.020634437503715665,0.8076318495074504,47,37.958696926850166,0.2307412728443528,0
1137 Information technology directors,45 to 49,47,Female,White,0.5815028083439374,-1.027050976484645,0.020634437503715665,0.8679354701658017,70,60.75548291160612,0.7456506147166949,0
1137 Information technology directors,60 to 64,64,Male,White,-0.11134855878799191,0.465342009751802,0.020634437503715665,1.1330079092475387,29,32.85722936817862,0.15260978360030816,0
1137 Information technology directors,35 to 39,36,Female,White,0.18299773820180693,-1.027050976484645,0.020634437503715665,0.7599725736975085,22,16.719396621345187,0.03462099993698135,0
1137 Information technology directors,25 to 29,27,Female,White,-1.352173995595605,-1.027050976484645,0.020634437503715665,0.45557412381675844,94,42.823967638775294,0.3279209848591127,1
1137 Information technology directors,60 to 64,63,Female,White,-0.11134855878799191,-1.027050976484645,0.020634437503715665,0.6889487692740824,2,1.3778975385481649,0.007674026229227567,0
1137 Information technology directors,30 to 34,30,Female,White,-0.49189854034211555,-1.027050976484645,0.020634437503715665,0.6068714074090685,72,43.69474133345293,0.3473913087034988,0
1137 Information technology directors,35 to 39,39,Female,White,0.18299773820180693,-1.027050976484645,0.020634437503715665,0.7599725736975085,83,63.0777236168932,0.7871401526354294,0
1137 Information technology directors,60 to 64,60,Male,Asian,-0.11134855878799191,0.465342009751802,0.18902517122816812,1.1984226183554676,52,62.31797615448431,0.7741330441430515,1
1137 Information technology directors,55 to 59,56,Male,White,0.11685900576016568,0.465342009751802,0.020634437503715665,1.222557713922655,27,33.00905827591169,0.15458360840546578,0
1137 Information technology directors,55 to 59,56,Male,Asian,0.11685900576016568,0.465342009751802,0.18902517122816812,1.293142620321956,44,56.89827529416607,0.6659285587136075,0
1137 Information technology directors,35 to 39,36,Female,White,0.18299773820180693,-1.027050976484645,0.020634437503715665,0.7599725736975085,99,75.23728479605334,0.9257886234929924,1
1137 Information technology directors,45 to 49,46,Female,White,0.5815028083439374,-1.027050976484645,0.020634437503715665,0.8679354701658017,34,29.50980598563726,0.11415150281377821,0
1137 Information technology directors,55 to 59,58,Female,White,0.11685900576016568,-1.027050976484645,0.020634437503715665,0.7434013703690114,46,34.19646303697453,0.17074539583340703,0
1137 Information technology directors,50 to 54,50,Female,Asian,0.3654696707095503,-1.027050976484645,0.18902517122816812,0.854260828944068,94,80.3005179207424,0.9539134499294549,1
1137 Information technology directors,25 to 29,29,Female,Asian,-1.352173995595605,-1.027050976484645,0.18902517122816812,0.48187689588334065,0,0.0,0.0066928509242848554,0
1137 Information technology directors,30 to 34,34,Male,White,-0.49189854034211555,0.465342009751802,0.020634437503715665,0.9980279160889511,70,69.86195412622658,0.8793400487591769,1
1137 Information technology directors,45 to 49,48,Male,White,0.5815028083439374,0.465342009751802,0.020634437503715665,1.427359763557572,14,19.98303668980601,0.04734929741507696,0
